Image,Predicted Answers,Correctness,Answer Key
BW-200dpi_page_043.jpg,"c, c, c, c, c, e, c, b, b, b, b, b, b, b, b, a, b, b, b, a, a, a, a, b, a, b, c, b, e, c, c, b, b, a, b, e, c, b, c, a, b, a, a, a, e, b, b, e, c, e, b, b, b, e, a, e, c, d, b, a, a, c, b, b, b, a, b, b, a, b, b, b, a, a, b, b, e, c, a, b, e, b, b, b, c, b, b, e, a, c, e, b, b, b, b, a, c, b, a, e, a, c, c, b, c, a, b, e, e, d, b, b, b, a, a, b, b, b, b, b, e, b, e, b, b, b, e, a, a, a, b, b, b, a, b, b, b, b, b, b, a, b, b, b, a, b, b, b, b, a, b, e, b, b, e, a, e, a, a, b, a, b, a, e, b, a, a","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_042.jpg,"a, a, e, b, a, b, c, e, a, b, b, a, d, a, d, b, a, c, e, a, d, b, d, b, e, b, b, c, a, b, b, d, d, d, b, b, b, b, c, b, c, b, b, b, a, c, b, d, b, d, b, a, a, e, c, d, b, b, b, a, e, a, d, a, c, b, c, d, b, c, c, b, a, a, e, b, e, c, d, a, c, a, e, b, e, d, d, e, e, b, b, b, b, b, b, c, d, d, b, b, c, e, b, b, b, b, b, b, c, e, d, d, d, a, c, d, b, d, d, b, b, b, c, c, b, d, d, c, a, b, e, b, b, b, e, a, d, c, a, d, e, b, c, a, d, b, d, c, e, e","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_054.jpg,"b, c, b, b, b, b, c, b, b, c, b, b, b, a, b, c, b, e, b, a, e, c, b, b, b, b, c, b, c, b, b, c, b, c, b, b, a, b, b, c, a, b, b, c, c, b, b, b, b, c, a, a, b, c, b, b, c, b, b, b, b, b, b, b, c, b, b, b, b, b, c, b, b, c, c, b, b, b, b, b, c, b, a, b, b, b, b, b, c, c, b, b, b, c, b, b, c, b, c, b, b, b, b, a, e, c, c, b, b, b, c, b, b, c, c, b, b, b, b, b, b, b, b, e, b, b, c, b, b, b, c, c, b, b, b, a, b, d, b, b, b, b, b, b, e, c, d, b, b, a, c, b, b, a, a, c, b, c, b, b, b, d, c, b, c","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_040.jpg,"c, c, b, b, a, b, c, b, a, a, b, b, a, b, b, b, b, b, b, e, a, b, b, c, b, a, b, b, b, c, b, b, b, a, b, b, b, a, e, c, a, b, b, b, c, b, b, a, a, b, b, b, b, c, b, a, c, c, b, b, b, b, b, b, a, c, b, b, b, c, b, b, b, a, b, c, b, a, a, b, a, b, c, b, b, a, b, a, c, b, b, b, e, b, b, b, e, c, b, c, b, b, b, b, b, b, b, b, b, b, c, a, b, b, e, a, b, b, b, b, a, b, b, e, a, b, a, c, a, c, b, b, a, b, a, a, a, b, b, a, b, b, c, b, c, a, b, b, b, b, a, c, e, a, a, c, b, c, b, b, c, a, b","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_041.jpg,"a, e, b, b, b, b, c, c, c, b, c, b, b, a, b, b, b, e, b, a, b, a, c, a, a, b, c, c, b, b, b, b, b, b, b, b, b, b, b, b, e, b, c, b, a, b, b, a, c, a, b, b, b, c, b, e, b, b, b, c, b, e, b, b, b, b, b, b, c, a, b, a, c, c, b, d, e, b, a, e, a, b, b, e, c, b, d, b, c, a, b, b, a, b, b, a, c, b, a, b, b, b, b, d, c, b, b, b, b, b, a, b, a, a, b, b, b, a, b, b, a, e, b, b, b, e, b, b, b, b, b, a, a, a, d, a, b, b, b, d, a, b, e, b, b, c, c, a, b, b, b, d, b, e, d, a, b, b, c, e, a","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_051.jpg,"b, c, c, b, c, b, b, c, b, c, e, a, a, a, b, b, a, a, b, a, e, c, b, c, b, b, b, b, a, b, e, a, b, b, b, b, b, a, b, b, e, b, b, a, a, b, e, a, b, a, a, b, e, b, e, a, b, a, b, b, b, b, a, b, a, b, b, b, b, b, b, a, a, b, b, b, b, b, c, e, a, a, b, b, a, b, a, a, b, a, b, a, a, b, a, c, b, b, a, b, b, c, e, b, b, a, c, b, c, a, d, b, b, b, a, d, b, e, b, e, e, c, b, e, c, e, a, b, e, b, a, e, b, d, a, a, b, e, e, e, e, b, b, c, b, b, b, a, b, b, b, b, b, c, a, a, c, a, b, b, b, b, a, a, a, d","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_045.jpg,"b, b, b, b, b, b, b, b, b, c, b, b, a, b, a, b, b, a, b, b, c, a, b, b, b, b, b, a, b, b, b, a, b, b, b, a, a, b, b, b, b, b, b, a, a, b, a, a, a, b, b, b, b, a, b, e, b, b, b, a, b, b, a, a, b, b, b, b, b, a, a, b, b, c, a, b, b, b, b, b, b, b, c, b, a, b, b, a, b, b, b, b, b, b, a, a, a, a, a, b, b, b, b, b, b, b, b, a, a, b, b, a, b, b, b, b, b, a, b, b, c, b, e, e, b, c, a, c, b, b, b, a, b, a, b, a, a, a, e, c, a, e, c, a, a, b, c, a","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_044.jpg,"b, c, b, b, c, b, b, c, e, b, b, a, a, b, e, b, b, b, c, a, b, a, c, a, b, b, b, b, b, b, c, a, a, c, b, b, b, b, b, c, b, a, b, b, e, a, c, b, b, b, b, b, a, c, b, a, b, b, b, b, b, b, a, b, a, a, b, b, b, a, b, e, a, a, b, a, b, b, e, b, a, c, b, c, b, b, c, b, b, b, d, a, b, b, b, e, b, a, e, a, b, b, b, b, e, b, b, b, b, b, b, d, b, c, b, b, e, b, a, b, b, b, c, a, a, e, c, d, c, a, e, b, c, a, c, c, c, c, a, b, b, d, b, d, b, b, c, b, b, a, a, b, b, a, b, b","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_050.jpg,"e, c, c, c, e, e, e, c, e, a, c, c, c, b, c, a, b, b, b, a, c, a, a, e, c, c, b, b, b, b, a, b, b, b, b, a, b, e, a, b, a, b, b, e, b, b, b, b, b, a, b, e, b, a, b, a, a, b, b, b, a, a, a, b, b, b, b, a, c, b, e, b, a, e, b, b, b, b, a, b, b, b, b, b, b, c, c, b, a, b, a, b, a, b, b, d, b, c, b, a, b, c, b, b, b, a, b, a, b, a, b, c, b, b, a, d, b, e, a, b, a, b, a, e, b, b, e, b, c, d, b, c, a, b, b, a, d, b, b, b, b, a, b, b, b, a, b, a, b, b, b, e, b, c","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
BW-200dpi_page_046.jpg,"c, b, b, b, c, b, b, b, b, b, b, b, c, b, a, c, b, b, c, c, b, b, c, b, b, b, c, c, b, b, b, b, b, b, b, c, b, b, b, a, b, b, b, b, c, b, a, b, e, b, b, b, b, c, b, b, b, b, a, c, b, b, b, c, a, b, b, b, c, b, b, c, c, b, b, b, b, b, b, b, b, d, e, b, c, b, b, b, b, b, b, b, c, a, c, b, b, b, b, b, a, b, c, b, b, b, b, b, c, b, b, b, b, c, a, b, b, b, a, b, c, a, c, c, c, c, b, c, a, b, a, a, a, b, a, c, b, d, a, e, c, e, b, b, d, b, b, a, d, c, a, b","False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False","1. B, 2. A, 3. C, 4. D, 5. E, 6. A, 7. C, 8. B, 9. D, 10. E, 11. A, 12. D, 13. B, 14. E, 15. C, 16. A, 17. D, 18. B, 19. C, 20. E, 21. A, 22. C, 23. D, 24. E, 25. B, 26. A, 27. D, 28. C, 29. E, 30. A, 31. C, 32. B, 33. D, 34. E, 35. A, 36. C, 37. B, 38. E, 39. D, 40. A, 41. C, 42. B, 43. E, 44. D, 45. A, 46. C, 47. B, 48. E, 49. D, 50. A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , "
